ID,First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
851,,Male,,10:04 AM,148291,6.002,FALSE,
852,Bobby,Male,8/19/1996,1:16 AM,147842,16.158,TRUE,
853,Diana,Female,11/19/2004,8:47 AM,105066,17.343,TRUE,Business Development
854,,,,,139284,11.39,TRUE,
855,Harry,Male,,7:46 PM,63046,10.411,FALSE,Finance
856,Phillip,,10/20/2003,,89700,2.277,TRUE,
857,Bonnie,,1/18/2006,6:52 PM,108946,12.211,FALSE,Finance
858,,Female,,6:28 PM,98406,7.943,TRUE,Product
859,Sean,Male,4/25/2006,4:51 PM,108581,9.634,FALSE,Human Resources
860,Robin,,,2:44 AM,41808,19.239,FALSE,Business Development
861,Phillip,Male,,11:05 AM,36837,14.66,FALSE,Marketing
862,Jerry,Male,3/26/1989,4:15 AM,140850,18.855,FALSE,Finance
863,Ronald,,,10:05 AM,50426,18.536,TRUE,Sales
864,,Male,5/15/1984,6:15 AM,134120,6.842,FALSE,Human Resources
865,Ryan,Male,11/16/2012,1:47 PM,57292,6.01,FALSE,
866,Karen,,8/29/1997,4:56 PM,80633,16.306,FALSE,Legal
867,Bonnie,Female,,2:17 AM,131943,14.249,FALSE,Client Services
868,,Male,6/15/2013,3:00 AM,48046,7.737,FALSE,Marketing
869,Katherine,Female,8/18/2013,,97443,13.657,FALSE,Product
870,Matthew,Male,,5:39 AM,135352,7.986,TRUE,Business Development
871,,,11/19/1996,,107816,18.751,FALSE,Marketing
872,Gerald,,3/29/2003,10:37 AM,96329,2.469,TRUE,Engineering
873,Brenda,Female,1/18/2015,,73749,19.332,FALSE,Business Development
874,,Male,,6:05 PM,75607,4.299,TRUE,Sales
875,Melissa,Female,,4:11 AM,98858,3.525,TRUE,Human Resources
876,Beverly,Female,,2:27 PM,76485,9.212,TRUE,Engineering
877,Terry,,,4:41 PM,41238,8.219,FALSE,Marketing
878,,Male,,7:36 AM,114896,13.823,FALSE,Client Services
879,Jacqueline,Female,5/25/2003,7:13 PM,125418,8.064,FALSE,Distribution
880,Amy,Female,5/20/2009,6:26 AM,75415,19.132,FALSE,Client Services
881,Robert,,,3:17 AM,90998,8.382,FALSE,Finance
882,Ruby,Female,1/28/1980,,142868,6.318,FALSE,Marketing
883,Sara,,11/18/2014,2:47 PM,135990,14.344,TRUE,Distribution
884,Kathryn,Female,,3:39 PM,57300,18.015,FALSE,Marketing
885,Lisa,Female,10/17/2003,1:42 PM,73706,18.53,FALSE,Finance
886,Juan,Male,,8:52 AM,85871,9.16,FALSE,Product
887,,Male,1/30/2014,,96795,14.837,FALSE,Sales
888,David,Male,,8:48 AM,92242,15.407,FALSE,Legal
889,Marilyn,Female,,12:32 AM,115149,11.934,TRUE,Legal
890,Margaret,Female,,3:07 AM,126924,1.552,TRUE,Finance
891,,Male,11/24/2015,,145329,7.1,TRUE,Finance
892,Timothy,Male,8/25/1991,10:37 AM,92587,8.475,FALSE,Finance
893,Brandon,Male,,12:04 PM,60263,2.709,FALSE,
894,Frank,,7/27/2013,4:32 PM,91406,,FALSE,Business Development
895,Betty,Female,11/19/2002,,37005,7.645,FALSE,Marketing
896,Janice,,,6:02 PM,,,FALSE,
897,Victor,Male,,5:01 PM,45267,3.942,FALSE,Sales
898,,,2/28/1994,10:10 AM,95296,10.146,FALSE,Finance
899,Jane,Female,4/27/2012,2:12 PM,59680,15.211,TRUE,Business Development
900,Walter,Male,,12:39 AM,144701,16.323,TRUE,Marketing
901,Christina,,6/23/2002,,35477,18.178,FALSE,Human Resources
902,Patricia,Female,,4:52 PM,119266,,FALSE,
903,,Male,5/23/2001,7:52 PM,103877,6.322,FALSE,Distribution
904,Heather,Female,7/29/1983,10:48 AM,,14.955,TRUE,Human Resources
905,Stephanie,,6/26/1988,5:48 AM,136604,6.16,TRUE,Human Resources
906,Alice,Female,,12:49 AM,121250,4.363,TRUE,Finance
907,,Female,5/16/2014,,35884,,FALSE,Sales
908,Elizabeth,,7/27/1998,11:12 AM,137144,10.081,FALSE,Finance
909,Janice,Female,12/17/2009,6:42 AM,102697,3.283,FALSE,Engineering
910,Donald,Male,,2:25 AM,61999,,FALSE,Product
911,,Female,10/22/2002,1:20 AM,45223,8.879,TRUE,
912,Carl,,,1:33 PM,,15.528,TRUE,Business Development
913,Joe,Male,,,126120,1.02,FALSE,
914,Lois,Female,,,99747,6.168,FALSE,Marketing
915,,Female,9/28/2001,6:37 AM,71958,5.272,TRUE,Distribution
916,Todd,Male,,12:34 PM,115566,,TRUE,Client Services
917,Marilyn,Female,1/16/1996,7:18 AM,118369,7.696,TRUE,Business Development
918,Shawn,Male,3/13/2008,5:36 PM,51667,6.339,FALSE,Product
919,Ryan,,,3:41 AM,85858,19.475,FALSE,
920,,Male,3/21/2009,11:38 AM,131423,8.957,FALSE,Distribution
921,Rose,Female,,,,,FALSE,Client Services
922,George,Male,,5:40 AM,50369,18.9,TRUE,Sales
923,,Male,,8:44 AM,86615,3.412,TRUE,Business Development
924,Irene,,2/28/1991,10:23 PM,135369,4.38,FALSE,Business Development
925,Deborah,Female,,,60003,9.624,FALSE,Client Services
926,,Female,8/23/2000,4:19 PM,95866,19.388,FALSE,Sales
927,Judith,Female,,7:32 AM,109324,19.488,FALSE,Distribution
928,Philip,Male,,10:56 AM,103557,,TRUE,Business Development
929,Jeffrey,Male,9/20/1986,6:06 AM,111376,2.673,TRUE,Business Development
930,Theresa,Female,4/27/2001,9:17 PM,,1.079,TRUE,Legal
931,Nancy,Female,,11:57 PM,85213,2.386,TRUE,
932,Harold,Male,6/23/2012,12:40 PM,140444,3.771,FALSE,Distribution
933,Bonnie,Female,12/23/2008,,90427,2.01,TRUE,Client Services
934,Doris,Female,,5:54 PM,141439,3.799,FALSE,
935,Samuel,Male,,12:40 PM,43694,,TRUE,Engineering
936,Alice,Female,3/23/1996,,131952,12.09,TRUE,Engineering
937,,Female,3/14/2003,5:23 PM,,10.056,FALSE,Business Development
938,Aaron,,1/22/1986,7:39 PM,63126,18.424,FALSE,Client Services
939,Mark,,,,44836,2.657,FALSE,Client Services
940,Ralph,,7/28/1995,6:53 PM,70635,2.147,FALSE,Client Services
941,Andrew,Male,,9:38 AM,137386,8.611,TRUE,Distribution
942,William,Male,6/26/1997,8:33 AM,104840,15.653,TRUE,Engineering
943,Lori,Female,11/20/2015,,75498,6.537,TRUE,Marketing
944,Wayne,Male,,11:09 AM,67471,2.728,FALSE,Engineering
945,Kenneth,Male,,8:24 AM,,,TRUE,
946,Gerald,,4/15/1989,,93712,17.426,TRUE,Distribution
947,,Female,9/15/1985,1:50 AM,133472,16.941,TRUE,Distribution
948,,,7/30/2012,,107351,5.329,TRUE,Marketing
949,,Female,3/31/2006,1:24 PM,142410,11.048,TRUE,Engineering
950,Scott,Male,,8:08 AM,37385,8.226,TRUE,Business Development
951,Paula,,5/21/1983,11:42 AM,58423,,FALSE,Business Development
952,,Female,9/14/2010,,143638,9.662,FALSE,
953,Teresa,Female,,3:17 PM,,,TRUE,
954,Randy,Male,2/25/2012,5:33 AM,,,FALSE,Product
955,Joe,,1/19/1980,4:06 PM,119667,1.148,TRUE,Finance
956,Sarah,Female,,,127118,11.176,FALSE,Legal
957,Beverly,,10/17/1986,12:51 AM,80838,8.115,FALSE,Engineering
958,Jeffrey,,,,,15.901,TRUE,
959,,Female,10/24/1987,4:43 AM,39833,9.631,FALSE,Engineering
960,Albert,Male,9/19/1992,2:35 AM,45094,5.85,FALSE,
961,Stephen,Male,,,,18.093,TRUE,Business Development
962,Antonio,,6/18/1989,9:37 PM,103050,3.05,TRUE,Legal
963,Jonathan,Male,8/21/2013,12:45 AM,121797,16.923,FALSE,Product
964,Ann,Female,9/23/1994,11:15 AM,89443,17.94,TRUE,Sales
965,Bruce,,,,35802,12.391,TRUE,Sales
966,Catherine,Female,9/25/1989,1:31 AM,68164,18.393,FALSE,
967,Louis,Male,8/16/2011,5:19 PM,,9.146,TRUE,Human Resources
968,Thomas,,,3:10 PM,105681,19.572,FALSE,
969,Louise,Female,3/27/1995,,43050,11.671,FALSE,Distribution
970,,Female,,,44486,,TRUE,Engineering
971,Alice,Female,,8:54 PM,63571,15.397,TRUE,Product
972,Patrick,Male,12/30/2002,2:01 AM,,5.368,TRUE,
973,Victor,,7/28/2006,2:49 PM,76381,11.159,TRUE,Sales
974,Russell,Male,,,137359,11.105,FALSE,Business Development
975,Harry,Male,8/30/2011,6:31 PM,67656,16.455,FALSE,
976,Susan,Female,,10:05 PM,92436,12.467,FALSE,Sales
977,,,10/19/1992,5:42 AM,137954,4.195,TRUE,Legal
978,Sarah,Female,,,,5.949,TRUE,
979,Sean,Male,1/17/1983,2:23 PM,66146,11.178,FALSE,Human Resources
980,Ernest,Male,7/20/2013,6:41 AM,142935,13.198,TRUE,
981,Kimberly,,,12:57 AM,46233,,TRUE,Engineering
982,,Male,1/15/1993,,148985,19.28,TRUE,Legal
983,Rose,Female,,10:43 AM,91411,,TRUE,
984,John,Male,12/23/1982,10:35 PM,146907,11.738,FALSE,Engineering
985,Maria,Female,10/15/2011,4:53 PM,,13.04,FALSE,Engineering
986,Stephen,,,8:10 PM,85668,,FALSE,Legal
987,Donna,Female,11/26/1982,,82871,17.999,FALSE,Marketing
988,Gloria,,,5:08 AM,136709,10.331,TRUE,Finance
989,Alice,Female,,9:34 AM,47638,,FALSE,Human Resources
990,Justin,,,4:58 PM,38344,3.794,FALSE,Legal
991,Robin,Female,7/24/1987,1:35 PM,100765,10.982,TRUE,
992,,Female,8/25/2002,,134505,,TRUE,Marketing
993,Anthony,Male,10/16/2011,8:35 AM,,11.625,TRUE,Finance
994,Tina,,,3:53 PM,56450,19.04,TRUE,Engineering
995,George,Male,6/21/2013,5:47 PM,98874,4.479,TRUE,
996,Henry,,11/23/2014,6:09 AM,,16.655,FALSE,Distribution
997,Phillip,Male,1/31/1984,6:30 AM,42392,19.675,FALSE,Finance
998,Russell,Male,,,96914,,FALSE,
999,Larry,,4/20/2013,4:45 PM,60500,11.985,FALSE,Business Development
1000,,Male,5/15/2012,6:24 PM,129949,10.169,TRUE,Sales
